Lat,Lon,FishSp,HabitatType
58.55335,-7.35791,pleuronectes platessa,mud
58.55335,-7.35791,pleuronectes platessa,rock
54.71447,-9.2915,pleuronectes platessa,sand
54.71447,-9.2915,pleuronectes platessa,mud
54.71447,-9.2915,pleuronectes platessa,rock
54.04907,-11.13721,pleuronectes platessa,sand
54.04907,-11.13721,pleuronectes platessa,mud
54.04907,-11.13721,pleuronectes platessa,rock
53.39905,-10.87354,pleuronectes platessa,sand
53.39905,-10.87354,pleuronectes platessa,mud
53.39905,-10.87354,pleuronectes platessa,rock
52.65906,-10.60986,pleuronectes platessa,sand
52.65906,-10.60986,pleuronectes platessa,mud
52.65906,-10.60986,pleuronectes platessa,rock
51.44305,-10.78565,pleuronectes platessa,sand
51.44305,-10.78565,pleuronectes platessa,mud
51.44305,-10.78565,pleuronectes platessa,rock
50.91966,-9.86279,pleuronectes platessa,sand
50.91966,-9.86279,pleuronectes platessa,mud
50.91966,-9.86279,pleuronectes platessa,rock
50.89195,-8.23682,pleuronectes platessa,sand
50.89195,-8.23682,pleuronectes platessa,mud
50.89195,-8.23682,pleuronectes platessa,rock
51.3608,-6.78662,pleuronectes platessa,sand
51.3608,-6.78662,pleuronectes platessa,mud
51.3608,-6.78662,pleuronectes platessa,rock
50.94735,-5.64404,pleuronectes platessa,sand
50.94735,-5.64404,pleuronectes platessa,mud
50.94735,-5.64404,pleuronectes platessa,rock
52.65906,-5.64404,pleuronectes platessa,sand
52.65906,-5.64404,pleuronectes platessa,mud
52.65906,-5.64404,pleuronectes platessa,rock
53.89398,-5.73193,pleuronectes platessa,sand
53.89398,-5.73193,pleuronectes platessa,mud
53.89398,-5.73193,pleuronectes platessa,rock
53.89398,-4.10596,pleuronectes platessa,sand
53.89398,-4.10596,pleuronectes platessa,mud
53.89398,-4.10596,pleuronectes platessa,rock
55.01794,-5.42432,pleuronectes platessa,sand
55.01794,-5.42432,pleuronectes platessa,mud
55.01794,-5.42432,pleuronectes platessa,rock
50.25002,-7.09424,pleuronectes platessa,sand
50.25002,-7.09424,pleuronectes platessa,mud
50.25002,-7.09424,pleuronectes platessa,rock
49.31366,-11.26904,lepidorhombus whiffiagonis,sand
49.31366,-11.26904,lepidorhombus whiffiagonis,mud
49.31366,-11.26904,lepidorhombus whiffiagonis,rock
49.91162,-9.20361,lepidorhombus whiffiagonis,sand
49.91162,-9.20361,lepidorhombus whiffiagonis,mud
49.91162,-9.20361,lepidorhombus whiffiagonis,rock
51.2234,-11.04932,lepidorhombus whiffiagonis,sand
51.2234,-11.04932,lepidorhombus whiffiagonis,mud
51.2234,-11.04932,lepidorhombus whiffiagonis,rock
51.71614,-14.21338,lepidorhombus whiffiagonis,sand
51.71614,-14.21338,lepidorhombus whiffiagonis,mud
51.71614,-14.21338,lepidorhombus whiffiagonis,rock
53.47759,-13.90576,lepidorhombus whiffiagonis,sand
53.47759,-13.90576,lepidorhombus whiffiagonis,mud
53.47759,-13.90576,lepidorhombus whiffiagonis,rock
53.32037,-11.7085,lepidorhombus whiffiagonis,sand
53.32037,-11.7085,lepidorhombus whiffiagonis,mud
53.32037,-11.7085,lepidorhombus whiffiagonis,rock
54.84119,-10.30225,lepidorhombus whiffiagonis,sand
54.84119,-10.30225,lepidorhombus whiffiagonis,mud
54.84119,-10.30225,lepidorhombus whiffiagonis,rock
56.08675,-8.58838,lepidorhombus whiffiagonis,sand
56.08675,-8.58838,lepidorhombus whiffiagonis,mud
56.08675,-8.58838,lepidorhombus whiffiagonis,rock
45.6632,-2.83154,lepidorhombus whiffiagonis,sand
45.6632,-2.83154,lepidorhombus whiffiagonis,mud
45.6632,-2.83154,lepidorhombus whiffiagonis,rock
46.81811,-4.58936,lepidorhombus whiffiagonis,sand
46.81811,-4.58936,lepidorhombus whiffiagonis,mud
46.81811,-4.58936,lepidorhombus whiffiagonis,rock
48.15436,-6.9624,lepidorhombus whiffiagonis,sand
48.15436,-6.9624,lepidorhombus whiffiagonis,mud
48.15436,-6.9624,lepidorhombus whiffiagonis,rock
49.14147,-9.73096,lepidorhombus whiffiagonis,sand
49.14147,-9.73096,lepidorhombus whiffiagonis,mud
49.14147,-9.73096,lepidorhombus whiffiagonis,rock
49.57083,-11.31299,lepidorhombus whiffiagonis,sand
49.57083,-11.31299,lepidorhombus whiffiagonis,mud
49.57083,-11.31299,lepidorhombus whiffiagonis,rock
50.6975,-8.63232,lepidorhombus whiffiagonis,sand
50.6975,-8.63232,lepidorhombus whiffiagonis,mud
50.6975,-8.63232,lepidorhombus whiffiagonis,rock
50.94735,-6.74268,lepidorhombus whiffiagonis,sand
50.94735,-6.74268,lepidorhombus whiffiagonis,mud
50.94735,-6.74268,lepidorhombus whiffiagonis,rock
50.08111,-7.66553,lepidorhombus whiffiagonis,sand
50.08111,-7.66553,lepidorhombus whiffiagonis,mud
50.08111,-7.66553,lepidorhombus whiffiagonis,rock
51.30589,-10.91748,lepidorhombus whiffiagonis,sand
51.30589,-10.91748,lepidorhombus whiffiagonis,mud
51.30589,-10.91748,lepidorhombus whiffiagonis,rock
52.84525,-10.52197,lepidorhombus whiffiagonis,sand
52.84525,-10.52197,lepidorhombus whiffiagonis,mud
52.84525,-10.52197,lepidorhombus whiffiagonis,rock
53.08347,-12.104,lepidorhombus whiffiagonis,sand
53.08347,-12.104,lepidorhombus whiffiagonis,mud
53.08347,-12.104,lepidorhombus whiffiagonis,rock
51.36081,-14.12549,lepidorhombus whiffiagonis,sand
51.36081,-14.12549,lepidorhombus whiffiagonis,mud
51.36081,-14.12549,lepidorhombus whiffiagonis,rock
53.05706,-14.08154,lepidorhombus whiffiagonis,sand
53.05706,-14.08154,lepidorhombus whiffiagonis,mud
53.05706,-14.08154,lepidorhombus whiffiagonis,rock
55.64288,-9.11572,lepidorhombus whiffiagonis,sand
55.64288,-9.11572,lepidorhombus whiffiagonis,mud
55.64288,-9.11572,lepidorhombus whiffiagonis,rock
54.6128,-10.17041,lepidorhombus whiffiagonis,sand
54.6128,-10.17041,lepidorhombus whiffiagonis,mud
54.6128,-10.17041,lepidorhombus whiffiagonis,rock
55.98855,-7.57764,lepidorhombus whiffiagonis,sand
55.98855,-7.57764,lepidorhombus whiffiagonis,mud
55.98855,-7.57764,lepidorhombus whiffiagonis,rock
57.00724,-8.4126,lepidorhombus whiffiagonis,sand
57.00724,-8.4126,lepidorhombus whiffiagonis,mud
57.00724,-8.4126,lepidorhombus whiffiagonis,rock
58.3925,-8.67627,lepidorhombus whiffiagonis,sand
58.3925,-8.67627,lepidorhombus whiffiagonis,mud
58.3925,-8.67627,lepidorhombus whiffiagonis,rock
58.98626,-6.65479,lepidorhombus whiffiagonis,sand
58.98626,-6.65479,lepidorhombus whiffiagonis,mud
58.98626,-6.65479,lepidorhombus whiffiagonis,rock
59.92419,-4.50147,lepidorhombus whiffiagonis,sand
59.92419,-4.50147,lepidorhombus whiffiagonis,mud
59.92419,-4.50147,lepidorhombus whiffiagonis,rock
60.90053,-2.34815,lepidorhombus whiffiagonis,sand
60.90053,-2.34815,lepidorhombus whiffiagonis,mud
60.90053,-2.34815,lepidorhombus whiffiagonis,rock
61.24065,0.20068,lepidorhombus whiffiagonis,sand
61.24065,0.20068,lepidorhombus whiffiagonis,mud
61.24065,0.20068,lepidorhombus whiffiagonis,rock
60.51351,1.34326,lepidorhombus whiffiagonis,sand
60.51351,1.34326,lepidorhombus whiffiagonis,mud
60.51351,1.34326,lepidorhombus whiffiagonis,rock
43.91689,-2.26025,lepidorhombus whiffiagonis,sand
43.91689,-2.26025,lepidorhombus whiffiagonis,mud
43.91689,-2.26025,lepidorhombus whiffiagonis,rock
43.79013,-3.13916,lepidorhombus whiffiagonis,sand
43.79013,-3.13916,lepidorhombus whiffiagonis,mud
43.79013,-3.13916,lepidorhombus whiffiagonis,rock
43.79013,-4.06201,lepidorhombus whiffiagonis,sand
43.79013,-4.06201,lepidorhombus whiffiagonis,mud
43.79013,-4.06201,lepidorhombus whiffiagonis,rock
43.88522,-4.98486,lepidorhombus whiffiagonis,sand
43.88522,-4.98486,lepidorhombus whiffiagonis,mud
43.88522,-4.98486,lepidorhombus whiffiagonis,rock
43.88522,-6.12744,lepidorhombus whiffiagonis,sand
43.88522,-6.12744,lepidorhombus whiffiagonis,mud
43.88522,-6.12744,lepidorhombus whiffiagonis,rock
44.04338,-6.78662,lepidorhombus whiffiagonis,sand
44.04338,-6.78662,lepidorhombus whiffiagonis,mud
44.04338,-6.78662,lepidorhombus whiffiagonis,rock
44.07496,-7.79736,lepidorhombus whiffiagonis,sand
44.07496,-7.79736,lepidorhombus whiffiagonis,mud
44.07496,-7.79736,lepidorhombus whiffiagonis,rock
43.98017,-8.45654,lepidorhombus whiffiagonis,sand
43.98017,-8.45654,lepidorhombus whiffiagonis,mud
43.98017,-8.45654,lepidorhombus whiffiagonis,rock
43.91689,-2.26025,lepidorhombus boscii,sand
43.91689,-2.26025,lepidorhombus boscii,mud
43.91689,-2.26025,lepidorhombus boscii,rock
43.79013,-3.13916,lepidorhombus boscii,sand
43.79013,-3.13916,lepidorhombus boscii,mud
43.79013,-3.13916,lepidorhombus boscii,rock
43.79013,-4.06201,lepidorhombus boscii,sand
43.79013,-4.06201,lepidorhombus boscii,mud
43.79013,-4.06201,lepidorhombus boscii,rock
43.88522,-4.98486,lepidorhombus boscii,sand
43.88522,-4.98486,lepidorhombus boscii,mud
43.88522,-4.98486,lepidorhombus boscii,rock
43.88522,-6.12744,lepidorhombus boscii,sand
43.88522,-6.12744,lepidorhombus boscii,mud
43.88522,-6.12744,lepidorhombus boscii,rock
44.04338,-6.78662,lepidorhombus boscii,sand
44.04338,-6.78662,lepidorhombus boscii,mud
44.04338,-6.78662,lepidorhombus boscii,rock
44.07496,-7.79736,lepidorhombus boscii,sand
44.07496,-7.79736,lepidorhombus boscii,mud
44.07496,-7.79736,lepidorhombus boscii,rock
43.98017,-8.45654,lepidorhombus boscii,sand
43.98017,-8.45654,lepidorhombus boscii,mud
43.98017,-8.45654,lepidorhombus boscii,rock
43.79013,-8.896,lepidorhombus boscii,sand
43.79013,-8.896,lepidorhombus boscii,mud
43.79013,-8.896,lepidorhombus boscii,rock
43.50394,-9.24756,lepidorhombus boscii,sand
43.50394,-9.24756,lepidorhombus boscii,mud
43.50394,-9.24756,lepidorhombus boscii,rock
42.99179,-9.42334,lepidorhombus boscii,sand
42.99179,-9.42334,lepidorhombus boscii,mud
42.99179,-9.42334,lepidorhombus boscii,rock
42.60485,-9.33545,lepidorhombus boscii,sand
42.60485,-9.33545,lepidorhombus boscii,mud
42.60485,-9.33545,lepidorhombus boscii,rock
42.24804,-9.15967,lepidorhombus boscii,sand
42.24804,-9.15967,lepidorhombus boscii,mud
42.24804,-9.15967,lepidorhombus boscii,rock
41.98726,-9.11572,lepidorhombus boscii,sand
41.98726,-9.11572,lepidorhombus boscii,mud
41.98726,-9.11572,lepidorhombus boscii,rock
53.71752,-3.59106,solea vulgaris,sand
53.71752,-3.59106,solea vulgaris,mud
54.56697,-3.98657,solea vulgaris,sand
54.56697,-3.98657,solea vulgaris,mud
53.76949,-5.94214,solea vulgaris,sand
53.76949,-5.94214,solea vulgaris,mud
52.20895,-5.1731,solea vulgaris,sand
52.20895,-5.1731,solea vulgaris,mud
50.91135,-5.1731,solea vulgaris,sand
50.91135,-5.1731,solea vulgaris,mud
50.33985,-5.94214,solea vulgaris,sand
50.33985,-5.94214,solea vulgaris,mud
53.70451,1.98999,solea vulgaris,sand
53.70451,1.98999,solea vulgaris,mud
47.24046,-3.57843,solea vulgaris,sand
47.24046,-3.57843,solea vulgaris,mud
47.00124,-3.17194,solea vulgaris,sand
47.00124,-3.17194,solea vulgaris,mud
46.68939,-2.96869,solea vulgaris,sand
46.68939,-2.96869,solea vulgaris,mud
46.42877,-2.62262,solea vulgaris,sand
46.42877,-2.62262,solea vulgaris,mud
47.09481,-2.68854,solea vulgaris,sand
47.09481,-2.68854,solea vulgaris,mud
47.18673,-2.72937,solea vulgaris,sand
47.18673,-2.72937,solea vulgaris,mud
46.97725,-2.59753,solea vulgaris,sand
46.97725,-2.59753,solea vulgaris,mud
46.67658,-2.53162,solea vulgaris,sand
46.67658,-2.53162,solea vulgaris,mud
46.51805,-2.14709,solea vulgaris,sand
46.51805,-2.14709,solea vulgaris,mud
46.34389,-1.93835,solea vulgaris,sand
46.34389,-1.93835,solea vulgaris,mud
46.13874,-1.78455,solea vulgaris,sand
46.13874,-1.78455,solea vulgaris,mud
45.92517,-1.67468,solea vulgaris,sand
45.92517,-1.67468,solea vulgaris,mud
45.75679,-1.56482,solea vulgaris,sand
45.75679,-1.56482,solea vulgaris,mud
45.5879,-1.46594,solea vulgaris,sand
45.5879,-1.46594,solea vulgaris,mud
45.44934,-1.40002,solea vulgaris,sand
45.44934,-1.40002,solea vulgaris,mud
45.20681,13.04224,solea vulgaris,sand
45.20681,13.04224,solea vulgaris,mud
44.3647,13.19604,solea vulgaris,sand
44.3647,13.19604,solea vulgaris,mud
43.71712,13.89917,solea vulgaris,sand
43.71712,13.89917,solea vulgaris,mud
43.07852,14.53638,solea vulgaris,sand
43.07852,14.53638,solea vulgaris,mud
42.40074,15.61304,solea vulgaris,sand
42.40074,15.61304,solea vulgaris,mud
41.91209,16.86548,solea vulgaris,sand
41.91209,16.86548,solea vulgaris,mud
41.05616,18.24976,solea vulgaris,sand
41.05616,18.24976,solea vulgaris,mud
35.91041,-4.36963,lepidorhombus boscii,sand
35.91041,-4.36963,lepidorhombus boscii,mud
35.91041,-2.61182,lepidorhombus boscii,sand
35.91041,-2.61182,lepidorhombus boscii,mud
36.86556,-0.9419,lepidorhombus boscii,sand
36.86556,-0.9419,lepidorhombus boscii,mud
37.73944,0.5083,lepidorhombus boscii,sand
37.73944,0.5083,lepidorhombus boscii,mud
39.55827,0.9917,lepidorhombus boscii,sand
39.55827,0.9917,lepidorhombus boscii,mud
40.90023,2.44189,lepidorhombus boscii,sand
40.90023,2.44189,lepidorhombus boscii,mud
42.60485,4.33154,lepidorhombus boscii,sand
42.60485,4.33154,lepidorhombus boscii,mud
42.50774,6.79248,lepidorhombus boscii,sand
42.50774,6.79248,lepidorhombus boscii,mud
43.47206,9.03369,lepidorhombus boscii,sand
43.47206,9.03369,lepidorhombus boscii,mud
41.95459,11.01123,lepidorhombus boscii,sand
41.95459,11.01123,lepidorhombus boscii,mud
41.26459,12.15381,lepidorhombus boscii,sand
41.26459,12.15381,lepidorhombus boscii,mud
40.53384,13.38428,lepidorhombus boscii,sand
40.53384,13.38428,lepidorhombus boscii,mud
39.626,14.30713,lepidorhombus boscii,sand
39.626,14.30713,lepidorhombus boscii,mud
38.94574,14.87842,lepidorhombus boscii,sand
38.94574,14.87842,lepidorhombus boscii,mud
38.53442,13.77978,lepidorhombus boscii,sand
38.53442,13.77978,lepidorhombus boscii,mud
38.70609,11.80225,lepidorhombus boscii,sand
38.70609,11.80225,lepidorhombus boscii,mud
36.83039,12.90088,lepidorhombus boscii,sand
36.83039,12.90088,lepidorhombus boscii,mud
36.26553,14.5708,lepidorhombus boscii,sand
36.26553,14.5708,lepidorhombus boscii,mud
44.13807,13.69189,lepidorhombus boscii,sand
44.13807,13.69189,lepidorhombus boscii,mud
38.74037,20.10791,lepidorhombus boscii,sand
38.74037,20.10791,lepidorhombus boscii,mud
37.28629,16.06494,lepidorhombus boscii,sand
37.28629,16.06494,lepidorhombus boscii,mud
37.49578,20.63525,lepidorhombus boscii,sand
37.49578,20.63525,lepidorhombus boscii,mud
36.37176,21.1626,lepidorhombus boscii,sand
36.37176,21.1626,lepidorhombus boscii,mud
35.26715,22.08545,lepidorhombus boscii,sand
35.26715,22.08545,lepidorhombus boscii,mud
36.30096,24.4585,lepidorhombus boscii,sand
36.30096,24.4585,lepidorhombus boscii,mud
38.91155,25.11768,lepidorhombus boscii,sand
38.91155,25.11768,lepidorhombus boscii,mud
34.90756,27.44678,lepidorhombus boscii,sand
34.90756,27.44678,lepidorhombus boscii,mud
41.85647,16.98779,lepidorhombus boscii,sand
41.85647,16.98779,lepidorhombus boscii,mud
41.09922,18.39404,lepidorhombus boscii,sand
41.09922,18.39404,lepidorhombus boscii,mud
43.05604,14.87842,lepidorhombus boscii,sand
43.05604,14.87842,lepidorhombus boscii,mud
39.45655,17.77881,lepidorhombus boscii,sand
39.45655,17.77881,lepidorhombus boscii,mud
42.34555,8.24268,lepidorhombus boscii,sand
42.34555,8.24268,lepidorhombus boscii,mud
41.09922,8.02295,lepidorhombus boscii,sand
41.09922,8.02295,lepidorhombus boscii,mud
39.76126,7.71533,lepidorhombus boscii,sand
39.76126,7.71533,lepidorhombus boscii,mud
38.53442,8.37451,lepidorhombus boscii,sand
38.53442,8.37451,lepidorhombus boscii,mud
38.53442,9.9126,lepidorhombus boscii,sand
38.53442,9.9126,lepidorhombus boscii,mud
40.96663,10.57178,lepidorhombus boscii,sand
40.96663,10.57178,lepidorhombus boscii,mud
34.54638,24.19482,lepidorhombus boscii,sand
34.54638,24.19482,lepidorhombus boscii,mud
35.91041,-4.36963,solea vulgaris,sand
35.91041,-4.36963,solea vulgaris,mud
35.91041,-2.61182,solea vulgaris,sand
35.91041,-2.61182,solea vulgaris,mud
36.86556,-0.9419,solea vulgaris,sand
36.86556,-0.9419,solea vulgaris,mud
37.73944,0.5083,solea vulgaris,sand
37.73944,0.5083,solea vulgaris,mud
39.55827,0.9917,solea vulgaris,sand
39.55827,0.9917,solea vulgaris,mud
40.90023,2.44189,solea vulgaris,sand
40.90023,2.44189,solea vulgaris,mud
42.60485,4.33154,solea vulgaris,sand
42.60485,4.33154,solea vulgaris,mud
42.50774,6.79248,solea vulgaris,sand
42.50774,6.79248,solea vulgaris,mud
43.47206,9.03369,solea vulgaris,sand
43.47206,9.03369,solea vulgaris,mud
41.95459,11.01123,solea vulgaris,sand
41.95459,11.01123,solea vulgaris,mud
41.26459,12.15381,solea vulgaris,sand
41.26459,12.15381,solea vulgaris,mud
40.53384,13.38428,solea vulgaris,sand
40.53384,13.38428,solea vulgaris,mud
39.626,14.30713,solea vulgaris,sand
39.626,14.30713,solea vulgaris,mud
38.94574,14.87842,solea vulgaris,sand
38.94574,14.87842,solea vulgaris,mud
38.53442,13.77978,solea vulgaris,sand
38.53442,13.77978,solea vulgaris,mud
38.70609,11.80225,solea vulgaris,sand
38.70609,11.80225,solea vulgaris,mud
36.83039,12.90088,solea vulgaris,sand
36.83039,12.90088,solea vulgaris,mud
36.26553,14.5708,solea vulgaris,sand
36.26553,14.5708,solea vulgaris,mud
44.13807,13.69189,solea vulgaris,sand
44.13807,13.69189,solea vulgaris,mud
38.74037,20.10791,solea vulgaris,sand
38.74037,20.10791,solea vulgaris,mud
37.28629,16.06494,solea vulgaris,sand
37.28629,16.06494,solea vulgaris,mud
37.49578,20.63525,solea vulgaris,sand
37.49578,20.63525,solea vulgaris,mud
36.37176,21.1626,solea vulgaris,sand
36.37176,21.1626,solea vulgaris,mud
35.26715,22.08545,solea vulgaris,sand
35.26715,22.08545,solea vulgaris,mud
36.30096,24.4585,solea vulgaris,sand
36.30096,24.4585,solea vulgaris,mud
38.91155,25.11768,solea vulgaris,sand
38.91155,25.11768,solea vulgaris,mud
34.90756,27.44678,solea vulgaris,sand
34.90756,27.44678,solea vulgaris,mud
54.31396,-5.10242,solea vulgaris,sand
54.08904,-3.88293,solea vulgaris,sand
53.55075,-4.02576,solea vulgaris,sand
53.60946,-5.64075,solea vulgaris,sand
53.02271,-5.59058,solea vulgaris,sand
52.54429,-4.62378,solea vulgaris,sand
52.0606,-5.89819,solea vulgaris,sand
51.59891,-7.12866,solea vulgaris,sand
51.27016,-8.84253,solea vulgaris,sand
51.28391,-4.90942,solea vulgaris,sand
51.06349,-6.16187,solea vulgaris,sand
50.53578,-6.11792,solea vulgaris,sand
50.05855,-7.87573,solea vulgaris,sand
49.44813,-8.55689,solea vulgaris,sand
48.59805,-8.00757,solea vulgaris,sand
48.40878,-6.75513,solea vulgaris,sand
49.0753,-5.65649,solea vulgaris,sand
49.54802,-3.70093,solea vulgaris,sand
50.01621,-2.29468,solea vulgaris,sand
50.08675,-0.07544,solea vulgaris,sand
52.19549,2.18774,solea vulgaris,sand
50.60555,1.177,solea vulgaris,sand
51.65347,2.01196,solea vulgaris,sand
-40.90355,171.99243,haliotis iris,reef
-40.90355,171.99243,haliotis iris,rock
-40.90355,171.99243,haliotis iris,macroalgae
-40.55388,174.07983,haliotis iris,reef
-40.55388,174.07983,haliotis iris,rock
-40.55388,174.07983,haliotis iris,macroalgae
-40.88694,174.4314,haliotis iris,reef
-40.88694,174.4314,haliotis iris,rock
-40.88694,174.4314,haliotis iris,macroalgae
-41.6138,174.40942,haliotis iris,reef
-41.6138,174.40942,haliotis iris,rock
-41.6138,174.40942,haliotis iris,macroalgae
